المعرف,الاسم,"العلامة الإزامية(نسبة إكمال البيانات)","العلامة الإجمالية(نسبة إكمال البيانات)","معتمدة بتاريخ","معتمدة من قبل المديرية بتاريخ","معتمدة من قبل الوزارة بتاريخ","المعرف(الشكل القانوني)","الاسم(الشكل القانوني)","مستخدم المديرية المعتمد","مستخدم الوزارة المعتمد",المعرف(المحافظة),الاسم(المحافظة)
1371,"لمسة حنان الخيرية التنموية",67,73,,,,3,جمعية,,,1,دمشق,
1372,"الصحة الخيرية في المليحة",73,76,,,,3,جمعية,,,13,"ريف دمشق",
1373,"أبناء لواء اسكندرون",100,86,,,,3,جمعية,,,14,طرطوس,
1374,"الخيرية للتنمية المستدامة",67,73,,,,3,جمعية,,,1,دمشق,
1375,"سنجوان الخيرية",67,73,,,,3,جمعية,,,11,اللاذقية,
1376,"الامل الخيرية في عوج",57,55,,,,3,جمعية,,,8,حماة,
1377,دعم,67,73,,,,1,مؤسسة,,,1,دمشق,
1378,"الوفاء للشهيد في القدموس",100,86,,,,3,جمعية,,,14,طرطوس,
1379,"جنة حمص",67,73,,,,3,جمعية,,,9,حمص,
1380,"عطاء الخيرية",57,55,,,,3,جمعية,,,5,السويداء,
1381,"حماية المستهلك",67,73,,,,3,جمعية,,,1,دمشق,
1382,"الايادي البيضاء(مدى الخيرية)",67,73,,,,3,جمعية,,,,,
1383,"اسطامو الخيرية",67,73,,,,3,جمعية,,,11,اللاذقية,
1384,"المعروف الخيرية",57,55,,,,1,مؤسسة,,,5,السويداء,
1385,"المجاهد الشيخ صالح العلي",73,76,,,,3,جمعية,,,14,طرطوس,
1386,"رعاية ذوي الشهداء والجرحى في برمانة المشايخ",73,76,,,,3,جمعية,,,14,طرطوس,
1387,"شمس الخيرية",73,76,,,,3,جمعية,,,14,طرطوس,
1388,"الهيئة الاجتماعية الخيرية السيدة زينب",73,76,,,,3,جمعية,,,13,"ريف دمشق",
1389,"الشهيد فيدل علي الخيرية",73,76,,,,3,جمعية,,,14,طرطوس,
1390,القطيلبية,67,73,,,,3,جمعية,,,11,اللاذقية,
1391,"طربا الخيرية",67,73,,,,3,جمعية,,,,,
1392,"صما البردان",57,55,,,,3,جمعية,,,5,السويداء,
1393,"الغسولة الخيرية",73,76,,,,3,جمعية,,,13,"ريف دمشق",
1394,"ارتقاء التنموية الخيرية",74,75,,,,3,جمعية,,,1,دمشق,
1395,"الرعاية الوطنية السورية",67,73,,,,3,جمعية,,,2,حلب,
1396,الصخرة,100,88,,,,3,جمعية,,,1,دمشق,
1397,"الخرسا الخيرية",57,55,,,,3,جمعية,,,5,السويداء,
1398,"كرسانا الخيرية",67,73,,,,3,جمعية,,,11,اللاذقية,
1399,"الوعد الصادق",67,73,,,,3,جمعية,,,1,دمشق,
1400,"الادباء والشباب",67,73,,,,3,جمعية,,,11,اللاذقية,
1401,"الشيخ سعد الخيرية",73,76,,,,3,جمعية,,,14,طرطوس,
1402,"البر والتعاون في حريصون",73,76,,,,3,جمعية,,,14,طرطوس,
1403,"بلسم وطن",73,76,,,,3,جمعية,,,14,طرطوس,
1404,"خربة عامودي",73,76,,,,3,جمعية,,,14,طرطوس,
1405,"السميحقية الخيرية",73,76,,,,3,جمعية,,,14,طرطوس,
1406,"النقاء الثقافية",57,55,,,,3,جمعية,,,5,السويداء,
1407,"الرشيدة الخيرية",57,55,,,,3,جمعية,,,5,السويداء,
1408,"الصدقة الجارية بضاحية حرستا",73,76,,,,3,جمعية,,,13,"ريف دمشق",
1409,"شباب سورية للعمل التطوعي",67,73,,,,1,مؤسسة,,,1,دمشق,
1410,"بعرين الخيرية",57,55,,,,3,جمعية,,,8,حماة,
1411,"سوريا أم الشهيد",67,73,,,,3,جمعية,,,11,اللاذقية,
1412,"بيت التدريب و التأهيل السمعي الخيرية",67,73,,,,3,جمعية,,,2,حلب,
1413,"الأيتام المعوقين",83,78,,,,3,جمعية,,,2,حلب,
1414,"وطن الخيرية بالحسكة",67,73,,,,3,جمعية,,,3,الحسكة,
1415,موطني,67,73,,,,3,جمعية,,,9,حمص,
1416,"قسمين الخيرية",67,73,,,,3,جمعية,,,11,اللاذقية,
1417,"ليفانتينا- الجمعية السورية الدولية لرعاية النساء ضحايا الحرب",67,73,,,,3,جمعية,,,2,حلب,
1418,"عنازة بانياس الخيرية",94,84,,,,3,جمعية,,,14,طرطوس,
1419,"الشلفاطية الخيرية",67,73,,,,3,جمعية,,,11,اللاذقية,
1420,"موزاييك للإغاثة والتنمية الإنسانية",67,73,,,,3,جمعية,,,11,اللاذقية,
1421,"الوفاق في الخريبة",73,76,,,,3,جمعية,,,14,طرطوس,
1422,"سند الخيرية",100,88,,,,3,جمعية,,,14,طرطوس,
1423,"جمعية أهالي حلب",67,73,,,,3,جمعية,,,2,حلب,
1424,"الوطنية السورية / سورية بتجمعنا",67,73,,,,3,جمعية,,,1,دمشق,
1425,النواطيف,73,76,,,,3,جمعية,,,14,طرطوس,
1426,"بيت عانا الخيرية الاجتماعية",67,73,,,,3,جمعية,,,11,اللاذقية,
1427,"السلام لرعاية الطفل بحمص",67,73,,,,3,جمعية,,,9,حمص,
1428,"سوريا يا حبيبتي",73,76,,,,3,جمعية,,,14,طرطوس,
1429,"الصداقة الخيرية في الدي",73,76,,,,3,جمعية,,,14,طرطوس,
1430,"الأمل الخيرية في طرطوس",73,76,,,,3,جمعية,,,14,طرطوس,
1431,"زهرة الجبل الخيرية",73,76,,,,3,جمعية,,,14,طرطوس,
1432,"بارمايا الخيرية",73,76,,,,3,جمعية,,,14,طرطوس,
1433,"نحن سورية",67,73,,,,3,جمعية,,,11,اللاذقية,
1434,جبورين,67,73,,,,3,جمعية,,,9,حمص,
1435,"نادي سيريانا الاجتماعي",67,73,,,,4,نادي,,,9,حمص,
1436,"الزينة الخيرية",57,55,,,,3,جمعية,,,8,حماة,
1437,"منتدى البناء والوفاء لسورية",67,73,,,,3,جمعية,,,1,دمشق,
1438,"العطاء الخيرية",73,76,,,,3,جمعية,,,14,طرطوس,
1439,الفنيتق,73,76,,,,3,جمعية,,,14,طرطوس,
1440,"الحكمة الخيرية في جرمانا",73,76,,,,3,جمعية,,,13,"ريف دمشق",
1441,"نرجس للتنمية الخيرية",73,76,,,,3,جمعية,,,14,طرطوس,
1442,"أهل البر الخيرية بالمراح",73,76,,,,3,جمعية,,,13,"ريف دمشق",
1443,"تجمع شباب اللاذقية",67,73,,,,3,جمعية,,,11,اللاذقية,
1444,"شباب مياماس الخيرية",57,55,,,,3,جمعية,,,5,السويداء,
1445,"زغرين الخيرية",67,73,,,,3,جمعية,,,11,اللاذقية,
1446,النعمة,67,73,,,,3,جمعية,,,9,حمص,
1447,الازدهار,67,73,,,,3,جمعية,,,11,اللاذقية,
1448,"المشنف الخيرية",67,61,,,,3,جمعية,,,5,السويداء,
1449,"الغارية الخيرية",57,55,,,,3,جمعية,,,5,السويداء,
1450,"العلمية السورية للأعشاب الطبية والطب التكميلي والتجانسي والتغذية",67,73,,,,3,جمعية,,,1,دمشق,
1451,"نادي وادي العيون الاجتماعي",57,55,,,,4,نادي,,,8,حماة,
1452,"الضحى الخيرية",67,73,,,,3,جمعية,,,11,اللاذقية,
1453,"بسنادا الخيرية الاجتماعية",67,73,,,,3,جمعية,,,11,اللاذقية,
1454,"فعاليات صلخد",83,80,,,,3,جمعية,,,5,السويداء,
1455,"الوفاء الخيرية في ضاحية 8آذار",73,76,,,,3,جمعية,,,13,"ريف دمشق",
1456,"انعاش قرية مقلس",67,73,,,,3,جمعية,,,9,حمص,
1457,"قرفيص الاجتماعية",67,73,,,,3,جمعية,,,11,اللاذقية,
1458,العرين,67,73,,,,1,مؤسسة,,,11,اللاذقية,
1459,"شهداء جوبة مجبر",73,76,,,,3,جمعية,,,14,طرطوس,
1460,"الشبابية السورية للتنمية الثقافية بصحنايا",83,78,,,,3,جمعية,,,13,"ريف دمشق",
1461,"طريق الخير في دير علي",73,76,,,,3,جمعية,,,13,"ريف دمشق",
1462,المحسن,73,76,,,,3,جمعية,,,14,طرطوس,
1463,"سما الشام الخيرية",73,76,,,,3,جمعية,,,13,"ريف دمشق",
1464,غراس,80,77,,,,3,جمعية,,,1,دمشق,
1465,"درتي الخيرية",73,76,,,,3,جمعية,,,14,طرطوس,
1466,"البرجان الخيرية",67,73,,,,3,جمعية,,,11,اللاذقية,
1467,"امانة الشهيد الخيرية",67,73,,,,1,مؤسسة,,,1,دمشق,
1468,"العادلية الخيرية",73,76,,,,3,جمعية,,,13,"ريف دمشق",
1469,خطوة,67,73,,,,3,جمعية,,,1,دمشق,
1470,"حياة افضل لأطفال سورية",67,73,,,,3,جمعية,,,1,دمشق,
1471,"الدالية الخيرية",100,86,"2023-09-27 22:22:48",,,3,جمعية,,,11,اللاذقية,
1472,بشرائيل,73,76,,,,3,جمعية,,,14,طرطوس,
1473,"بيت الحرف الخيرية",100,86,,,,3,جمعية,,,14,طرطوس,
1474,"كعبية عمار",73,76,,,,3,جمعية,,,14,طرطوس,
1475,"العلمية التاريخية",67,73,,,,3,جمعية,,,11,اللاذقية,
1476,"رأس الخشوفة",73,76,,,,3,جمعية,,,14,طرطوس,
1477,"الصرار الخيرية",57,55,,,,3,جمعية,,,5,السويداء,
1478,"الحفة الخيرية للتنمية واعانة المحتاجين",67,73,,,,3,جمعية,,,11,اللاذقية,
1479,"بادر لسورية للتنمية المجتمعية",67,73,,,,3,جمعية,,,11,اللاذقية,
1480,"السورية لعلوم البترول بالحسكة",67,73,,,,3,جمعية,,,3,الحسكة,
1481,"الغزلانية الخيرية",73,76,,,,3,جمعية,,,13,"ريف دمشق",
1482,"المركز السوري لمكافحة فكر الارهاب",67,73,,,,3,جمعية,,,9,حمص,
1483,"كفير يابوس الخيرية",73,76,,,,3,جمعية,,,13,"ريف دمشق",
1484,"سوريا الأم",67,73,,,,3,جمعية,,,9,حمص,
1485,"المروج الخيرية",73,76,,,,3,جمعية,,,14,طرطوس,
1486,"احفاد عشتار",67,73,,,,1,مؤسسة,,,1,دمشق,
1487,"بيت الخير",67,73,,,,3,جمعية,,,1,دمشق,
1488,"السورية للدعم التنموي والاجتماعي",67,73,,,,3,جمعية,,,1,دمشق,
1489,"هيئة الوفاء لسورية",67,73,,,,1,مؤسسة,,,1,دمشق,
1490,"عروق الياسمين",67,73,,,,1,مؤسسة,,,1,دمشق,
1491,"سوا الخيرية",94,82,,,,3,جمعية,,,14,طرطوس,
1492,"السورية للتنمية البشرية",57,55,,,,3,جمعية,,,8,حماة,
1493,"زبدين الخيرية",73,76,,,,3,جمعية,,,13,"ريف دمشق",
1494,"إعمار الخيرية",67,73,,,,3,جمعية,,,7,"دير الزور",
1495,"حوش نصري الخيرية",73,76,,,,3,جمعية,,,13,"ريف دمشق",
1496,"اللقبة الخيرية",57,55,,,,3,جمعية,,,8,حماة,
1497,"نادي الزرزورية",67,73,,,,4,نادي,,,9,حمص,
1498,الولاء,67,73,,,,3,جمعية,,,9,حمص,
1499,"دورين الخيرية",67,73,,,,3,جمعية,,,13,"ريف دمشق",
1500,"الرحمة الخيرية النسائية بسرغايا",67,73,,,,3,جمعية,,,13,"ريف دمشق",
1501,"الرحمة الخيرية بالقامشلي",67,73,,,,3,جمعية,,,3,الحسكة,
1502,المشكاة,67,73,,,,3,جمعية,,,9,حمص,
1503,اليقين,67,73,,,,3,جمعية,,,2,حلب,
1504,"الوطنية السورية للاقتصاد والادارة",90,84,,,,3,جمعية,,,8,حماة,
1505,"القلم للثقافة والمعرفة",73,76,,,,3,جمعية,,,14,طرطوس,
1506,"عين الدهب الخيرية",67,73,,,,3,جمعية,,,,,
1507,"ايد بأيد سوريا اقوى",73,76,,,,3,جمعية,,,14,طرطوس,
1508,"بسمة فرح",67,73,,,,3,جمعية,,,2,حلب,
1509,"ستمرخو الخيرية",67,73,,,,3,جمعية,,,11,اللاذقية,
1510,"سوريا للتأهيل العلمي والمهني",67,73,,,,3,جمعية,,,13,"ريف دمشق",
1511,"البر في تخلة وجبل تخلة",73,76,,,,3,جمعية,,,14,طرطوس,
1512,"ام الشهيد",67,73,,,,3,جمعية,,,11,اللاذقية,
1513,"لأجلك سورية",67,73,,,,3,جمعية,,,1,دمشق,
1514,"خطوة للإرشاد الأسري",57,55,,,,3,جمعية,,,5,السويداء,
1515,"سورية وطن واحد",67,73,,,,3,جمعية,,,1,دمشق,
1516,"الأيادي البيضاء",83,78,,,,3,جمعية,,,5,السويداء,
1517,البساتين,67,73,,,,3,جمعية,,,11,اللاذقية,
1518,"الصداقة السورية اليابانية",67,73,,,,3,جمعية,,,9,حمص,
1519,"بلسم الخيرية لذوي الشهداء واليتامى وذوي الاعاقة",67,73,,,,3,جمعية,,,2,حلب,
1520,"الياسمين الدمشقي",67,73,,,,3,جمعية,,,1,دمشق,
1521,"أمان الخيرية",67,73,,,,3,جمعية,,,2,حلب,
1522,"مركز المحترف السوري",100,90,"2023-10-13 18:55:58",,,3,جمعية,,,2,حلب,
1523,"الدبيبة الخيرية",73,76,,,,3,جمعية,,,14,طرطوس,
1524,"سورية المدنية",67,73,,,,3,جمعية,,,1,دمشق,
1525,"درب الخيرية",80,84,,,,3,جمعية,,,2,حلب,
1526,"سوا الخيرية",73,76,,,,3,جمعية,,,14,طرطوس,
1527,"المحبة الخيرية",67,73,,,,3,جمعية,,,9,حمص,
1528,"رابطة وطني سورية",67,73,,,,5,رابطة,,,1,دمشق,
1529,وطن,67,73,,,,3,جمعية,,,9,حمص,
1530,"المخرم الفوقاني",67,73,,,,3,جمعية,,,9,حمص,
1531,"خريجي الجامعة الافتراضية السورية",67,73,,,,3,جمعية,,,1,دمشق,
1532,"وفى الخيرية",67,73,,,,3,جمعية,,,2,حلب,
1533,"الشهيد الخيرية في الحريف",57,55,,,,3,جمعية,,,8,حماة,
1534,"العناية الطبية الخيرية",63,59,,,,3,جمعية,,,5,السويداء,
1535,"بسنديانا الخيرية",67,73,,,,3,جمعية,,,11,اللاذقية,
1536,نون,67,73,,,,3,جمعية,,,1,دمشق,
1537,"سوريا يا حبيبتي بالحسكة",67,73,,,,3,جمعية,,,3,الحسكة,
1538,"الوفاء لذوي الاحتياجات الخاصة",57,55,,,,3,جمعية,,,8,حماة,
1539,"وطن التنموية",73,78,,,,3,جمعية,,,14,طرطوس,
1540,"السلام الخيرية بالقامشلي",67,73,,,,3,جمعية,,,3,الحسكة,
1541,"فن العطاء",67,73,,,,3,جمعية,,,11,اللاذقية,
1542,ساعد,80,77,,,,3,جمعية,,,1,دمشق,
1543,"نحنا الثقافية",67,73,,,,3,جمعية,,,1,دمشق,
1544,"شعاع الأمل",67,73,,,,3,جمعية,,,9,حمص,
1545,"الشهيد المدني",67,73,,,,3,جمعية,,,2,حلب,
1546,"أجيال فوق الأزمات",67,73,,,,3,جمعية,,,1,دمشق,
1547,"البراءة الخيرية بالقامشلي",67,73,,,,3,جمعية,,,3,الحسكة,
1548,"الثوابت الوطنية",73,76,,,,3,جمعية,,,14,طرطوس,
1549,"المجدل الخيرية",57,55,,,,3,جمعية,,,5,السويداء,
1550,"أصدقاء الوادي",67,73,,,,3,جمعية,,,9,حمص,
1551,"الأسرة الخيرية بالقامشلي",67,73,,,,3,جمعية,,,3,الحسكة,
1552,"ياسمين الشام الخيرية",67,73,,,,3,جمعية,,,1,دمشق,
1553,"معرين الخيرية",57,55,,,,3,جمعية,,,8,حماة,
1554,"صلنفة الخيرية",67,73,,,,3,جمعية,,,11,اللاذقية,
1555,سلاميس,57,55,,,,3,جمعية,,,8,حماة,
1556,الإخاء,67,73,,,,3,جمعية,,,9,حمص,
1557,"نحن لبعض",67,73,,,,3,جمعية,,,11,اللاذقية,
1558,آراميا,67,73,,,,1,مؤسسة,,,13,"ريف دمشق",
1559,تساما,67,73,,,,3,جمعية,,,11,اللاذقية,
1560,"طرجانو الخيرية",67,73,,,,3,جمعية,,,11,اللاذقية,
1561,"راية الشهيد",83,80,,,,3,جمعية,,,11,اللاذقية,
1562,"نينوى الفنية",67,73,,,,3,جمعية,,,11,اللاذقية,
1563,جبلايا,67,73,,,,3,جمعية,,,11,اللاذقية,
1564,"حمام قنية الخيرية",73,76,,,,3,جمعية,,,14,طرطوس,
1565,"شهداء قرية سمريان",100,86,,,,3,جمعية,,,14,طرطوس,
1566,"عنز الخيرية",57,55,,,,3,جمعية,,,5,السويداء,
1567,الخبراء,67,73,,,,3,جمعية,,,1,دمشق,
1568,"العلمية السورية للمكافحة الحيوية",67,73,,,,3,جمعية,,,1,دمشق,
1569,"بصمة نساء الدريكيش",100,86,,,,3,جمعية,,,14,طرطوس,
1570,"سواعد أهل حلب الخيرية",67,73,,,,3,جمعية,,,2,حلب,
1571,"دار السلام",67,73,,,,3,جمعية,,,9,حمص,
1572,"جمعية نعيشها سوا",57,55,,,,3,جمعية,,,8,حماة,
1573,"بلوزة الخيرية",93,82,,,,3,جمعية,,,14,طرطوس,
1574,"سوريا الأمل بالقامشلي",90,82,,,,3,جمعية,,,3,الحسكة,
1575,"فارش كعبية",73,76,,,,3,جمعية,,,14,طرطوس,
1576,"مؤسسة سورية اليمامة",100,96,"2023-10-14 23:24:37",,,1,مؤسسة,,,3,الحسكة,
1577,"رأس القلورية الخيرية",67,73,,,,3,جمعية,,,11,اللاذقية,
1578,"كفربهم الخيرية",57,57,,,,3,جمعية,,,8,حماة,
1579,"نريد أن نفرح الخيرية",100,90,"2023-10-11 17:32:28","2024-06-26 11:04:03",,3,جمعية,"test farah",,1,دمشق,
1580,الصفلية,73,76,,,,3,جمعية,,,14,طرطوس,
1581,"إرشاد وحماية الأسرة",100,86,,,,3,جمعية,,,14,طرطوس,
1582,"مجلس الشباب السوري",67,73,,,,1,مؤسسة,,,11,اللاذقية,
1583,"الرضا الخيرية في العوينية",73,76,,,,3,جمعية,,,14,طرطوس,
1584,"سرستان الخيرية",73,76,,,,3,جمعية,,,14,طرطوس,
1585,"جمعية فضا للتنمية المجتمعية",100,86,,,,3,جمعية,,,14,طرطوس,
1586,"شهداء البلد الخيرية",67,73,,,,3,جمعية,,,11,اللاذقية,
1587,"أجيال النور الاجتماعية الثقافية",73,76,,,,3,جمعية,,,14,طرطوس,
1588,"الفوز الخيرية",67,73,,,,3,جمعية,,,11,اللاذقية,
1589,"بيت السخي الخيرية",73,76,,,,3,جمعية,,,14,طرطوس,
1590,"الرابطة الاقتصادية السورية ( تنمية - إعمار )",67,73,,,,5,رابطة,,,1,دمشق,
